id,type,book,chapter,verse,text,normalized_text
12191,verse,Ezra,7,17,"इस कारण तू उस रुपये से फुतीं के साथ बैल, मेढ़े और मेम्ने उनके योग्य अन्नबलि और अर्घ की वस्तुओं समेत मोल लेना और उस वेदी पर चढ़ाना, जो तुम्हारे परमेश्वर के यरूशलेम वाले भवन में है।","इस कारण तू उस रुपये से फुतीं के साथ बैल, मेढ़े और मेम्ने उनके योग्य अन्नबलि और अर्घ की वस्तुओं समेत मोल लेना और उस वेदी पर चढ़ाना, जो तुम्हारे परमेश्वर के यरूशलेम वाले भवन में है।"
12192,verse,Ezra,7,18,"और जो चान्दी-सोना बचा रहे, उस से जो कुछ तुझे और तेरे भाइयों को उचित जान पड़े, वही अपने परमेश्वर की इच्छा के अनुसार करना।","और जो चान्दी-सोना बचा रहे, उस से जो कुछ तुझे और तेरे भाइयों को उचित जान पड़े, वही अपने परमेश्वर की इच्छा के अनुसार करना।"
12193,verse,Ezra,7,19,"और तेरे परमेश्वर के भवन की उपासना के लिये जो पात्र तुझे सौपे जाते हैं, उन्हें यरूशलेम के परमेश्वर के साम्हने दे देना।","और तेरे परमेश्वर के भवन की उपासना के लिये जो पात्र तुझे सौपे जाते हैं, उन्हें यरूशलेम के परमेश्वर के साम्हने दे देना।"
12194,verse,Ezra,7,20,"और इन से अधिक जो कुछ तुझे अपने परमेश्वर के भवन के लिये आवश्यक जान कर देना पड़े, वह राजखजाने में से दे देना।","और इन से अधिक जो कुछ तुझे अपने परमेश्वर के भवन के लिये आवश्यक जान कर देना पड़े, वह राजखजाने में से दे देना।"
12195,verse,Ezra,7,21,"मैं अर्तक्षत्र राजा यह आज्ञा देता हूँ, कि तुम महानद के पार के सब खजांचियों से जो कुछ एज्रा याजक, जो स्वर्ग के परमेश्वर की व्यवस्था का शास्त्री है, तुम लोगों से चाहे, वह फुतीं के साथ किया जाए।","मैं अर्तक्षत्र राजा यह आज्ञा देता हूँ, कि तुम महानद के पार के सब खजांचियों से जो कुछ एज्रा याजक, जो स्वर्ग के परमेश्वर की व्यवस्था का शास्त्री है, तुम लोगों से चाहे, वह फुतीं के साथ किया जाए।"
12196,verse,Ezra,7,22,"अर्थात सौ किक्कार तक चान्दी, सौ कोर तक गेहूं, सौ बत तक दाखमधु, सौ बत तक तेल और नमक जितना चाहिये उतना दिया जाए।","अर्थात सौ किक्कार तक चान्दी, सौ कोर तक गेहूं, सौ बत तक दाखमधु, सौ बत तक तेल और नमक जितना चाहिये उतना दिया जाए।"
12197,verse,Ezra,7,23,"जो जो आज्ञा स्वर्ग के परमेश्वर की ओर से मिले, ठीक उसी के अनुसार स्वर्ग के परमेश्वर के भवन के लिये किया जाय, राजा और राजकुमारों के राज्य पर परमेश्वर का क्रोध क्यों भड़कने पाए।","जो जो आज्ञा स्वर्ग के परमेश्वर की ओर से मिले, ठीक उसी के अनुसार स्वर्ग के परमेश्वर के भवन के लिये किया जाय, राजा और राजकुमारों के राज्य पर परमेश्वर का क्रोध क्यों भड़कने पाए।"
12198,verse,Ezra,7,24,"फिर हम तुम को चिता देते हैं, कि परमेश्वर के उस भवन के किसी याजक, लेवीय, गवैये, द्वारपाल, नतीन था और किसी सेवक से कर, चुंगी, अथवा राहदारी लेने की आज्ञा नहीं है।","फिर हम तुम को चिता देते हैं, कि परमेश्वर के उस भवन के किसी याजक, लेवीय, गवैये, द्वारपाल, नतीन था और किसी सेवक से कर, चुंगी, अथवा राहदारी लेने की आज्ञा नहीं है।"
12199,verse,Ezra,7,25,"फिर हे एज्रा! तेरे परमेश्वर से मिली हुई बुद्धि के अनुसार जो तुझ में है, न्यायियों और विचार करने वालों को नियुक्त कर जो महानद के पार रहने वाले उन सब लोगों में जो तेरे परमेश्वर की व्यवस्था जानते हों न्याय किया करें; और जो जो उन्हें न जानते हों, उन को तुम सिखाया करो।","फिर हे एज्रा! तेरे परमेश्वर से मिली हुई बुद्धि के अनुसार जो तुझ में है, न्यायियों और विचार करने वालों को नियुक्त कर जो महानद के पार रहने वाले उन सब लोगों में जो तेरे परमेश्वर की व्यवस्था जानते हों न्याय किया करें; और जो जो उन्हें न जानते हों, उन को तुम सिखाया करो।"
12200,verse,Ezra,7,26,"और जो कोई तेरे परमेश्वर की व्यवस्था और राजा की व्यवस्था न माने, उसको फुतीं से दण्ड दिया जाए, चाहे प्राणदण्ड, चाहे देश निकाला, चाहे माल जप्त किया जाना, चाहे कैद करना।","और जो कोई तेरे परमेश्वर की व्यवस्था और राजा की व्यवस्था न माने, उसको फुतीं से दण्ड दिया जाए, चाहे प्राणदण्ड, चाहे देश निकाला, चाहे माल जप्त किया जाना, चाहे कैद करना।"
12201,verse,Ezra,7,27,"धन्य है हमारे पितरों का परमेश्वर यहोवा, जिसने ऐसी मनसा राजा के मन में उत्पन्न की है, कि यहोवा के यरूशलेम के भवन को संवारे,","धन्य है हमारे पितरों का परमेश्वर यहोवा, जिसने ऐसी मनसा राजा के मन में उत्पन्न की है, कि यहोवा के यरूशलेम के भवन को संवारे,"
12202,verse,Ezra,7,28,"और मूझ पर राजा और उसके मंत्रियों और राजा के सब बड़े हाकिमों को दयालु किया। मेरे परमेश्वर यहोवा की कृपादृष्टि जो मुझ पर हुई, इसके अनुसार मैं ने हियाव बान्धा, और इस्राएल में से मुख्य पुरुषों को इकट्ठा किया, कि वे मेरे संग चलें।","और मूझ पर राजा और उसके मंत्रियों और राजा के सब बड़े हाकिमों को दयालु किया। मेरे परमेश्वर यहोवा की कृपादृष्टि जो मुझ पर हुई, इसके अनुसार मैं ने हियाव बान्धा, और इस्राएल में से मुख्य पुरुषों को इकट्ठा किया, कि वे मेरे संग चलें।"
12203,verse,Ezra,8,1,"उनके पूर्वजों के घरानों के मुख्य मुख्य पुरुष ये हैं, और जो लोग राजा अर्तक्षत्र के राज्य में बाबेल से मेरे संग यरूशलेम को गए उनकी वंशावली यह है:","उनके पूर्वजों के घरानों के मुख्य मुख्य पुरुष ये हैं, और जो लोग राजा अर्तक्षत्र के राज्य में बाबेल से मेरे संग यरूशलेम को गए उनकी वंशावली यह है:"
12204,verse,Ezra,8,2,"अर्थात पीनहास के वंश में से गेर्शोम, ईतामार के वंश में से दानिय्येल, दाऊद के वंश में से हत्तूस।","अर्थात पीनहास के वंश में से गेर्शोम, ईतामार के वंश में से दानिय्येल, दाऊद के वंश में से हत्तूस।"
12205,verse,Ezra,8,3,"शकन्याह के वंश के परोश के गोत्र में से जकर्याह, जिसके संग डेढ़ सौ पुरुषें की वंशावली हुई।","शकन्याह के वंश के परोश के गोत्र में से जकर्याह, जिसके संग डेढ़ सौ पुरुषें की वंशावली हुई।"
12206,verse,Ezra,8,4,"पहत्मोआब के वंश में से जरह्याह का पुत्र एल्यहोएनै, जिसके संग दो सौ पुरुष थे।","पहत्मोआब के वंश में से जरह्याह का पुत्र एल्यहोएनै, जिसके संग दो सौ पुरुष थे।"
12207,verse,Ezra,8,5,"शकन्याह के वंश में से यहजीएल का पुत्र, जिसके संग तीन सौ पुरुष थे।","शकन्याह के वंश में से यहजीएल का पुत्र, जिसके संग तीन सौ पुरुष थे।"
12208,verse,Ezra,8,6,"आदीन के वंश में से योनातान का पुत्र एबेद, जिसके संग पचास पुरुष थे।","आदीन के वंश में से योनातान का पुत्र एबेद, जिसके संग पचास पुरुष थे।"
12209,verse,Ezra,8,7,"एलाम के वंश में से अतल्याह का पुत्र यशायाह, जिसके संग सत्तर पुरुष थे।","एलाम के वंश में से अतल्याह का पुत्र यशायाह, जिसके संग सत्तर पुरुष थे।"
12210,verse,Ezra,8,8,"शपत्याह के वंश में से मीकाएल का पुत्र जबद्याह, जिसके संग अस्सी पुरुष थे।","शपत्याह के वंश में से मीकाएल का पुत्र जबद्याह, जिसके संग अस्सी पुरुष थे।"
12211,verse,Ezra,8,9,"योआब के वंश में से यहीएल का पुत्र ओबद्याह, जिसके संग दो सौ अठारह पुरुष थे।","योआब के वंश में से यहीएल का पुत्र ओबद्याह, जिसके संग दो सौ अठारह पुरुष थे।"
12212,verse,Ezra,8,10,"शलोमीत के वंश में से योसिय्याह का पुत्र, जिसके संग एक सौ साठ पुरुष थे।","शलोमीत के वंश में से योसिय्याह का पुत्र, जिसके संग एक सौ साठ पुरुष थे।"
12213,verse,Ezra,8,11,"बेबै के वंश में से बेबै का पुत्र जकर्याह, जिसके संग अट्ठाईस पुरुष थे।","बेबै के वंश में से बेबै का पुत्र जकर्याह, जिसके संग अट्ठाईस पुरुष थे।"
12214,verse,Ezra,8,12,"अजगाद के वंश में से हक्कातान का पुत्र योहानान, जिसके संग एक सौ दस पुरुष थे।","अजगाद के वंश में से हक्कातान का पुत्र योहानान, जिसके संग एक सौ दस पुरुष थे।"
12215,verse,Ezra,8,13,"अदोनीकाम के वंश में से जो पीछे गएं उनके ये नाम हैं: अर्थात एलीपेलेत, यीएल, और समायाह, और उनके संग साठ पुरुष थे।","अदोनीकाम के वंश में से जो पीछे गएं उनके ये नाम हैं: अर्थात एलीपेलेत, यीएल, और समायाह, और उनके संग साठ पुरुष थे।"
12216,verse,Ezra,8,14,"और बिगवै के वंश में से ऊतै और जब्बूद थे, और उनके संग सत्तर पुरुष थे।","और बिगवै के वंश में से ऊतै और जब्बूद थे, और उनके संग सत्तर पुरुष थे।"
12217,verse,Ezra,8,15,"इन को मैं ने उस नदी के पास जो अहवा की ओर बहती है इकट्ठा कर लिया, और वहां हम लोग तीन दिन डेरे डाले रहे, और मैं ने वहां लोगों और याजकों को देख लिया परन्तु किसी लेवीय को न पाया।","इन को मैं ने उस नदी के पास जो अहवा की ओर बहती है इकट्ठा कर लिया, और वहां हम लोग तीन दिन डेरे डाले रहे, और मैं ने वहां लोगों और याजकों को देख लिया परन्तु किसी लेवीय को न पाया।"
12218,verse,Ezra,8,16,"मैं ने एलीएजेर, अरीएल, शमायाह, एलनातान, यारीब, एलनातान, नातान, जकर्याह और मशूल्लाम को जो मुख्य पुरुष थे, और योयारीब और एलनातान को जो बुद्धिमान थे","मैं ने एलीएजेर, अरीएल, शमायाह, एलनातान, यारीब, एलनातान, नातान, जकर्याह और मशूल्लाम को जो मुख्य पुरुष थे, और योयारीब और एलनातान को जो बुद्धिमान थे"
12219,verse,Ezra,8,17,"बुलवाकर, इद्दो के पास जो कासिप्या नाम स्थान का प्रधान था, भेज दिया; और उन को समझा दिया, कि कासिप्या स्थान में इद्दो और उसके भाई नतीन लोगों से क्या क्या कहना, कि वे हमारे पास हमारे परमेश्वर के भवन के लिये सेवा टहल करने वालों को ले आएं।","बुलवाकर, इद्दो के पास जो कासिप्या नाम स्थान का प्रधान था, भेज दिया; और उन को समझा दिया, कि कासिप्या स्थान में इद्दो और उसके भाई नतीन लोगों से क्या क्या कहना, कि वे हमारे पास हमारे परमेश्वर के भवन के लिये सेवा टहल करने वालों को ले आएं।"
12220,verse,Ezra,8,18,"और हमारे परमेश्वर की कृपादृष्टि जो हम पर हुई इसके अनुसार वे हमारे पास ईश्शेकेल के जो इस्राएल के परपोता और लेवी के पोता महली के वंश में से था, और शेरेब्याह को, और उसके पुत्रों और भाइयों को, अर्थात अठारह जनों को ;","और हमारे परमेश्वर की कृपादृष्टि जो हम पर हुई इसके अनुसार वे हमारे पास ईश्शेकेल के जो इस्राएल के परपोता और लेवी के पोता महली के वंश में से था, और शेरेब्याह को, और उसके पुत्रों और भाइयों को, अर्थात अठारह जनों को ;"
12221,verse,Ezra,8,19,"और हशब्याह को, और उसके संग मरारी के वंश में से यशायाह को, और उसके पुत्रों और भाइयों को, अर्थात बीस जनों को ;","और हशब्याह को, और उसके संग मरारी के वंश में से यशायाह को, और उसके पुत्रों और भाइयों को, अर्थात बीस जनों को ;"
12222,verse,Ezra,8,20,और नतीन लोगों में से जिन्हें दाऊद और हाकिमों ने लेवियों की सेवा करने को ठहराया था दो सौ बीस नतिनों को ले आए। इन सभों के नाम लिखे हुए थे।,और नतीन लोगों में से जिन्हें दाऊद और हाकिमों ने लेवियों की सेवा करने को ठहराया था दो सौ बीस नतिनों को ले आए। इन सभों के नाम लिखे हुए थे।
12223,verse,Ezra,8,21,"तब मैं ने वहां अर्थात अहवा नदी के तीर पर उपवास का प्रचार इस आशय से किया, कि हम परमेश्वर के साम्हने दीन हों; और उस से अपने और अपने बाल-बच्चों और अपनी समस्त सम्पत्ति के लिये सरल यात्रा मांगें।","तब मैं ने वहां अर्थात अहवा नदी के तीर पर उपवास का प्रचार इस आशय से किया, कि हम परमेश्वर के साम्हने दीन हों; और उस से अपने और अपने बाल-बच्चों और अपनी समस्त सम्पत्ति के लिये सरल यात्रा मांगें।"
12224,verse,Ezra,8,22,"क्योंकि मैं मार्ग के शत्रुओं से बचने के लिये सिपाहियों का दल और सवार राजा से मांगने से लजाता था, क्योंकि हम राजा से यह कह चुके थे कि हमारा परमेश्वर अपने सब खोजियों पर, भलाई के लिये कृपादृष्टि रखता है और जो उसे त्याग देते हैं, उसका बल और कोप उनके विरुद्ध है।","क्योंकि मैं मार्ग के शत्रुओं से बचने के लिये सिपाहियों का दल और सवार राजा से मांगने से लजाता था, क्योंकि हम राजा से यह कह चुके थे कि हमारा परमेश्वर अपने सब खोजियों पर, भलाई के लिये कृपादृष्टि रखता है और जो उसे त्याग देते हैं, उसका बल और कोप उनके विरुद्ध है।"
12225,verse,Ezra,8,23,"इसी विषय पर हम ने उपवास कर के अपने परमेश्वर से प्रार्थना की, और उसने हमारी सुनी।","इसी विषय पर हम ने उपवास कर के अपने परमेश्वर से प्रार्थना की, और उसने हमारी सुनी।"
12226,verse,Ezra,8,24,"तब मैं ने मुख्य याजकों में से बारह पुरुषों को, अर्थात शेरेब्याह, हशब्याह और इनके दस भाइयों को अलग कर के, जो चान्दी, सोना और पात्र,","तब मैं ने मुख्य याजकों में से बारह पुरुषों को, अर्थात शेरेब्याह, हशब्याह और इनके दस भाइयों को अलग कर के, जो चान्दी, सोना और पात्र,"
12227,verse,Ezra,8,25,"राजा और उसके मंत्रियों और उसके हाकिमों और जितने इस्राएली उपस्थित थे उन्होंने हमारे परमेश्वर के भवन के लिये भेंट दिए थे, उन्हें तौल कर उन को दिया।","राजा और उसके मंत्रियों और उसके हाकिमों और जितने इस्राएली उपस्थित थे उन्होंने हमारे परमेश्वर के भवन के लिये भेंट दिए थे, उन्हें तौल कर उन को दिया।"
12228,verse,Ezra,8,26,"अर्थात मैं ने उनके हाथ में साढ़े छ: सौ किक्कार चान्दी, सौ किक्कार चान्दी के पात्र,","अर्थात मैं ने उनके हाथ में साढ़े छ: सौ किक्कार चान्दी, सौ किक्कार चान्दी के पात्र,"
12229,verse,Ezra,8,27,"सौ किक्कार सोना, हजार दर्कमोन के सोने के बीस कटोरे, और सोने सरीखे अनमोल चोखे चमकने वाले पीतल के दो पात्र तौल कर दे दिये।","सौ किक्कार सोना, हजार दर्कमोन के सोने के बीस कटोरे, और सोने सरीखे अनमोल चोखे चमकने वाले पीतल के दो पात्र तौल कर दे दिये।"
12230,verse,Ezra,8,28,"और मैं ने उन से कहा, तुम तो यहोवा के लिये पवित्र हो, और ये पात्र भी पवित्र हैं; और यह चान्दी और सोना भेंट का है, जो तुम्हारे पितरों के परमेश्वर यहोवा के लिये प्रसन्नता से दी गई।","और मैं ने उन से कहा, तुम तो यहोवा के लिये पवित्र हो, और ये पात्र भी पवित्र हैं; और यह चान्दी और सोना भेंट का है, जो तुम्हारे पितरों के परमेश्वर यहोवा के लिये प्रसन्नता से दी गई।"
12231,verse,Ezra,8,29,"इसलिये जागते रहो, और जब तक तुम इन्हें यरूशलेम में प्रधान याजकों और लेवियों और इस्राएल के पितरों के घरानों के प्रधानों के साम्हने यहोवा के भवन की कोठरियों में तौल कर न दो, तब तक इनकी रक्षा करते रहो।","इसलिये जागते रहो, और जब तक तुम इन्हें यरूशलेम में प्रधान याजकों और लेवियों और इस्राएल के पितरों के घरानों के प्रधानों के साम्हने यहोवा के भवन की कोठरियों में तौल कर न दो, तब तक इनकी रक्षा करते रहो।"
12232,verse,Ezra,8,30,"तब याजकों और लेवियों ने चान्दी, सोने और पात्रों को तौल कर ले लिया कि उन्हें यरूशलेम को हमारे परमेश्वर के भवन में पहुंचाएं।","तब याजकों और लेवियों ने चान्दी, सोने और पात्रों को तौल कर ले लिया कि उन्हें यरूशलेम को हमारे परमेश्वर के भवन में पहुंचाएं।"
12233,verse,Ezra,8,31,"पहिले महीने के बारहवें दिन को हम ने अहवा नदी से कूच कर के यरूशलेम का मार्ग लिया, और हमारे परमेश्वर की कृपादृष्टि हम पर रही; और उसने हम को शत्रुओं और मार्ग पर घात लगाने वालों के हाथ से बचाया।","पहिले महीने के बारहवें दिन को हम ने अहवा नदी से कूच कर के यरूशलेम का मार्ग लिया, और हमारे परमेश्वर की कृपादृष्टि हम पर रही; और उसने हम को शत्रुओं और मार्ग पर घात लगाने वालों के हाथ से बचाया।"
12234,verse,Ezra,8,32,निदान हम यरूशलेम को पहुंचे और वहां तीन दिन रहे।,निदान हम यरूशलेम को पहुंचे और वहां तीन दिन रहे।
12235,verse,Ezra,8,33,"फिर चौथे दिन वह चान्दी-सोना और पात्र हमारे परमेश्वर के भवन में ऊरीयाह के पुत्र मरेमोत याजक के हाथ में तौल कर दिए गए। और उसके संग पीनहास का पुत्र एलीआजर था, और उनके साथ येशू का पुत्र योजाबाद लेवीय और बिल्नूई का पुत्र नोअद्याह लेवीय थे।","फिर चौथे दिन वह चान्दी-सोना और पात्र हमारे परमेश्वर के भवन में ऊरीयाह के पुत्र मरेमोत याजक के हाथ में तौल कर दिए गए। और उसके संग पीनहास का पुत्र एलीआजर था, और उनके साथ येशू का पुत्र योजाबाद लेवीय और बिल्नूई का पुत्र नोअद्याह लेवीय थे।"
12236,verse,Ezra,8,34,"वे सब वस्तुएं गिनी और तौली गई, और उनका तौल उसी समय लिखा गया।","वे सब वस्तुएं गिनी और तौली गई, और उनका तौल उसी समय लिखा गया।"
12237,verse,Ezra,8,35,"जो बन्धुआई से आए थे, उन्होंने इस्राएल के परमेश्वर के लिये होमबलि चढ़ाए; अर्थात समस्त इस्राएल के निमित्त बारह बछड़े, छियानवे मेढ़े और सतहत्तर मेम्ने और पापबलि के लिये बारह बकरे; यह सब यहोवा के लिये होमबलि था।","जो बन्धुआई से आए थे, उन्होंने इस्राएल के परमेश्वर के लिये होमबलि चढ़ाए; अर्थात समस्त इस्राएल के निमित्त बारह बछड़े, छियानवे मेढ़े और सतहत्तर मेम्ने और पापबलि के लिये बारह बकरे; यह सब यहोवा के लिये होमबलि था।"
12238,verse,Ezra,8,36,तब उन्होंने राजा की आज्ञाएं महानद के इस पार के अधिकारियों और अधिपतियों को दी; और उन्होंने इस्राएली लोगों और परमेश्वर के भवन के काम में सहायता की।,तब उन्होंने राजा की आज्ञाएं महानद के इस पार के अधिकारियों और अधिपतियों को दी; और उन्होंने इस्राएली लोगों और परमेश्वर के भवन के काम में सहायता की।
12239,verse,Ezra,9,1,"जब ये काम हो चुके, तब हाकिम मेरे पास आकर कहने लगे, न तो इस्राएली लोग, न याजक, न लेवीय इस ओर के देशों के लोगों से अलग हुए; वरन उनके से, अर्थात कनानियों, हित्तियों, परिज्जियों, यबूसियों, अम्मोनियों, मोआबियों, मिस्रियों और एमोरियों के से घिनौने काम करते हैं।","जब ये काम हो चुके, तब हाकिम मेरे पास आकर कहने लगे, न तो इस्राएली लोग, न याजक, न लेवीय इस ओर के देशों के लोगों से अलग हुए; वरन उनके से, अर्थात कनानियों, हित्तियों, परिज्जियों, यबूसियों, अम्मोनियों, मोआबियों, मिस्रियों और एमोरियों के से घिनौने काम करते हैं।"
12240,verse,Ezra,9,2,क्योंकि उन्होंने उनकी बेटियों में से अपने और अपने बेटों के लिये स्त्रियां कर ली हैं; और पवित्र वंश इस ओर के देशों के लोगों में मिल गया है। वरन हाकिम और सरदार इस विश्वासघात में मुख्य हुए हैं।,क्योंकि उन्होंने उनकी बेटियों में से अपने और अपने बेटों के लिये स्त्रियां कर ली हैं; और पवित्र वंश इस ओर के देशों के लोगों में मिल गया है। वरन हाकिम और सरदार इस विश्वासघात में मुख्य हुए हैं।
12241,verse,Ezra,9,3,"यह बात सुन कर मैं ने अपने वस्त्र और बागे को फाड़ा, और अपने सिर और दाढ़ी के बाल नोचे, और विस्मित हो कर बैठा रहा।","यह बात सुन कर मैं ने अपने वस्त्र और बागे को फाड़ा, और अपने सिर और दाढ़ी के बाल नोचे, और विस्मित हो कर बैठा रहा।"
12242,verse,Ezra,9,4,"तब जितने लोग इस्राएल के परमेश्वर के वचन सुनकर बन्धुआई से आए हुए लोगों के विश्वासघात के कारण थरथराते थे, सब मेरे पास इकट्ठे हुए, और मैं सांझ की भेंट के समय तक विस्मित हो कर बैठा रहा।","तब जितने लोग इस्राएल के परमेश्वर के वचन सुनकर बन्धुआई से आए हुए लोगों के विश्वासघात के कारण थरथराते थे, सब मेरे पास इकट्ठे हुए, और मैं सांझ की भेंट के समय तक विस्मित हो कर बैठा रहा।"
12243,verse,Ezra,9,5,"परन्तु सांझ की भेंट के समय मैं वस्त्र और बागा फाड़े हुए उपवास की दशा में उठा, फिर घुटनों के बल झुका, और अपने हाथ अपने परमेश्वर यहोवा की ओर फैला कर कहा,","परन्तु सांझ की भेंट के समय मैं वस्त्र और बागा फाड़े हुए उपवास की दशा में उठा, फिर घुटनों के बल झुका, और अपने हाथ अपने परमेश्वर यहोवा की ओर फैला कर कहा,"
12244,verse,Ezra,9,6,"हे मेरे परमेश्वर! मुझे तेरी ओर अपना मुंह उठाते लाज आती है, और हे मेरे परमेश्वर! मेरा मुंह काला है; क्योंकि हम लोगों के अधर्म के काम हमारे सिर पर बढ़ गए हैं, और हमारा दोष बढ़ते बढ़ते आकाश तक पहुंचा है","हे मेरे परमेश्वर! मुझे तेरी ओर अपना मुंह उठाते लाज आती है, और हे मेरे परमेश्वर! मेरा मुंह काला है; क्योंकि हम लोगों के अधर्म के काम हमारे सिर पर बढ़ गए हैं, और हमारा दोष बढ़ते बढ़ते आकाश तक पहुंचा है"
12245,verse,Ezra,9,7,"अपने पुरखाओं के दिनों से ले कर आज के दिन तक हम बड़े दोषी हैं, और अपने अधर्म के कामों के कारण हम अपने राजाओं और याजकों समेत देश देश के राजाओं के हाथ में किए गए कि तलवार, बन्धुआई, लूटे जाने, और मुंह काला हो जाने की विपत्तियों में पड़ें जैसे कि आज हमारी दशा है।","अपने पुरखाओं के दिनों से ले कर आज के दिन तक हम बड़े दोषी हैं, और अपने अधर्म के कामों के कारण हम अपने राजाओं और याजकों समेत देश देश के राजाओं के हाथ में किए गए कि तलवार, बन्धुआई, लूटे जाने, और मुंह काला हो जाने की विपत्तियों में पड़ें जैसे कि आज हमारी दशा है।"
12246,verse,Ezra,9,8,"और अब थोड़े दिन से हमारे परमेश्वर यहोवा का अनुग्रह हम पर हुआ है, कि हम में से कोई कोई बच निकले, और हम को उसके पवित्र स्थान में एक खूंटी मिले, और हमारा परमेश्वर हमारी आंखों में जयोति आने दे, और दासत्व में हम को कुछ विश्रान्ति मिले।","और अब थोड़े दिन से हमारे परमेश्वर यहोवा का अनुग्रह हम पर हुआ है, कि हम में से कोई कोई बच निकले, और हम को उसके पवित्र स्थान में एक खूंटी मिले, और हमारा परमेश्वर हमारी आंखों में जयोति आने दे, और दासत्व में हम को कुछ विश्रान्ति मिले।"
12247,verse,Ezra,9,9,"हम दास तो हैं ही, परन्तु हमारे दासत्व में हमारे परमेश्वर ने हम को नहीं छोड़ दिया, वरन फारस के राजाओं को हम पर ऐसे कृपालु किया, कि हम नया जीवन पाकर अपने परमेश्वर के भवन को उठाने, और इसके खंडहरों को सुधारने पाए, और हमें यहूदा और यरूशलेम में आड़ मिली।","हम दास तो हैं ही, परन्तु हमारे दासत्व में हमारे परमेश्वर ने हम को नहीं छोड़ दिया, वरन फारस के राजाओं को हम पर ऐसे कृपालु किया, कि हम नया जीवन पाकर अपने परमेश्वर के भवन को उठाने, और इसके खंडहरों को सुधारने पाए, और हमें यहूदा और यरूशलेम में आड़ मिली।"
12248,verse,Ezra,9,10,"और अब हे हमारे परमेश्वर इसके बाद हम क्या कहें, यही कि हम ने तेरी उन आज्ञाओं को तोड़ दिया है,","और अब हे हमारे परमेश्वर इसके बाद हम क्या कहें, यही कि हम ने तेरी उन आज्ञाओं को तोड़ दिया है,"
12249,verse,Ezra,9,11,"जो तू ने यह कह कर अपने दास नबियों के द्वारा दीं, कि जिस देश के अधिकारी होने को तुम जाने पर हो, वह तो देश देश के लोगों की अशुद्धता के कारण और उनके घिनौने कामों के कारण अशुद्ध देश है, उन्होंने उसे एक सिवाने से दूसरे सिवाने तक अपनी अशुद्धता से भर दिया है।","जो तू ने यह कह कर अपने दास नबियों के द्वारा दीं, कि जिस देश के अधिकारी होने को तुम जाने पर हो, वह तो देश देश के लोगों की अशुद्धता के कारण और उनके घिनौने कामों के कारण अशुद्ध देश है, उन्होंने उसे एक सिवाने से दूसरे सिवाने तक अपनी अशुद्धता से भर दिया है।"
